"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration"
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"362.724647685"," 3600.0","362.493","1","1.60494565", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"466.095004815"," 1851.3252545595","465.705","1","2.324703327", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"846.8626110324999"," 1809.28771555425","845.551","2","3.4992346559999996", " R='4.1', block-rst='true', ccmin-mode='2', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='6', luby='true', phase-saving='0', pol-act-init='false', pq-order='false', prob-limit='1098', prob-step-width='600', reduce-confl-limit='30000', reduce-frac='0.3', rfirst='10', rinc='1.5', rlevel='2', rnd-freq='0.2', rnd-init='false', size-lbd-queue='124', size-trail-queue='10000', var-decay='0.9'"
"1141.6910446755"," 1304.1354684035","1139.513","2","4.496563936", " R='4.1', block-rst='true', ccmin-mode='2', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='6', luby='true', phase-saving='0', pol-act-init='false', pq-order='false', prob-limit='1098', prob-step-width='600', reduce-confl-limit='30000', reduce-frac='0.3', rfirst='10', rinc='1.5', rlevel='2', rnd-freq='0.2', rnd-init='false', size-lbd-queue='124', size-trail-queue='10000', var-decay='0.9'"
"2258.0880643165"," 1878.101601302625","2253.203","2","7.914494054", " R='4.1', block-rst='true', ccmin-mode='2', cir-bump='12000', cla-decay='0.99', cla-prep-lim='4800000', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='6', luby='true', phase-saving='0', pol-act-init='false', pq-order='false', prob-limit='1098', prob-step-width='600', reduce-confl-limit='30000', reduce-frac='0.3', rfirst='10', rinc='1.5', rlevel='2', rnd-freq='0.2', rnd-init='false', size-lbd-queue='124', size-trail-queue='10000', var-decay='0.9'"
"3154.0772461387996"," 1842.874426007325","3147.237","4","10.366710534", " R='3.2', block-rst='false', ccmin-mode='2', cir-bump='15000', cla-decay='0.95', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='0.1', lbd-core-th='15', luby='true', phase-saving='0', pol-act-init='true', pq-order='true', prob-limit='2570', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.85', rfirst='1', rinc='2', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='165', size-trail-queue='1000', var-decay='0.5'"
"3374.5210351427995"," 1518.29970302586","3367.329","4","10.809687741000001", " R='3.2', block-rst='false', ccmin-mode='2', cir-bump='15000', cla-decay='0.95', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='0.1', lbd-core-th='15', luby='true', phase-saving='0', pol-act-init='true', pq-order='true', prob-limit='2570', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.85', rfirst='1', rinc='2', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='165', size-trail-queue='1000', var-decay='0.5'"
"3535.2486401857795"," 1291.42572553955","3527.859","4","11.478705418999999", " R='3.2', block-rst='false', ccmin-mode='2', cir-bump='15000', cla-decay='0.95', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='0.1', lbd-core-th='15', luby='true', phase-saving='0', pol-act-init='true', pq-order='true', prob-limit='2570', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.85', rfirst='1', rinc='2', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='165', size-trail-queue='1000', var-decay='0.5'"
"3850.61036270148"," 1110.7385155814286","3842.759","4","12.228279595999998", " R='3.2', block-rst='false', ccmin-mode='2', cir-bump='15000', cla-decay='0.95', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='0.1', lbd-core-th='15', luby='true', phase-saving='0', pol-act-init='true', pq-order='true', prob-limit='2570', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.85', rfirst='1', rinc='2', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='165', size-trail-queue='1000', var-decay='0.5'"
"4282.665692906479"," 1000.595578134125","4273.796","4","13.656404062", " R='3.2', block-rst='false', ccmin-mode='2', cir-bump='15000', cla-decay='0.95', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='0.1', lbd-core-th='15', luby='true', phase-saving='0', pol-act-init='true', pq-order='true', prob-limit='2570', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.85', rfirst='1', rinc='2', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='165', size-trail-queue='1000', var-decay='0.5'"
"5430.014428613479"," 1289.418291674778","5418.521","4","16.728474701", " R='3.2', block-rst='false', ccmin-mode='2', cir-bump='15000', cla-decay='0.95', cla-prep-lim='4800000', elim-clear-watch='true', gc-frac='0.1', lbd-core-th='15', luby='true', phase-saving='0', pol-act-init='true', pq-order='true', prob-limit='2570', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.85', rfirst='1', rinc='2', rlevel='0', rnd-freq='0.005', rnd-init='false', size-lbd-queue='165', size-trail-queue='1000', var-decay='0.5'"
"6883.690705493379"," 521.0041081374334","6869.552","8","20.345530150000002", " R='4.9', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='821', prob-step-width='4800', reduce-confl-limit='15000', reduce-frac='0.1', rfirst='100', rinc='4', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='43', size-trail-queue='1000', var-decay='0.9'"
"7246.148766308379"," 828.90369732369","7231.041","8","21.681692149", " R='4.9', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='821', prob-step-width='4800', reduce-confl-limit='15000', reduce-frac='0.1', rfirst='100', rinc='4', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='43', size-trail-queue='1000', var-decay='0.9'"
"7667.301627759379"," 1080.8215430215364","7651.353","8","22.768223451", " R='4.9', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='821', prob-step-width='4800', reduce-confl-limit='15000', reduce-frac='0.1', rfirst='100', rinc='4', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='43', size-trail-queue='1000', var-decay='0.9'"
"7790.609791288879"," 996.4859019318333","7774.607","8","23.272094359", " R='4.9', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='821', prob-step-width='4800', reduce-confl-limit='15000', reduce-frac='0.1', rfirst='100', rinc='4', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='43', size-trail-queue='1000', var-decay='0.9'"
"8836.76372645388"," 936.4798193893846","8818.791","8","25.734359613", " R='4.9', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='821', prob-step-width='4800', reduce-confl-limit='15000', reduce-frac='0.1', rfirst='100', rinc='4', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='43', size-trail-queue='1000', var-decay='0.9'"
"9705.452207308881"," 879.8981888633572","9685.78","8","28.024279332", " R='4.9', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='4', luby='true', phase-saving='1', pol-act-init='true', pq-order='true', prob-limit='821', prob-step-width='4800', reduce-confl-limit='15000', reduce-frac='0.1', rfirst='100', rinc='4', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='43', size-trail-queue='1000', var-decay='0.9'"
