"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration"
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"266.59788787"," 264.935075045","266.45","1","1.6637427659999997", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"320.47255678700003"," 159.1432800295","320.246","1","2.187023794", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"437.9936628245"," 58.51348948475","437.564","2","2.6809706540000002", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='6000', cla-decay='0.7', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='7', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='1861', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.5', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0.01', rnd-init='false', size-lbd-queue='24', size-trail-queue='20000', var-decay='0.5'"
"595.1907635675"," 91.18568436316667","594.252","2","3.347894641000001", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='6000', cla-decay='0.7', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='7', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='1861', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.5', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0.01', rnd-init='false', size-lbd-queue='24', size-trail-queue='20000', var-decay='0.5'"
"730.0007925853001"," 75.154278218825","728.805","2","4.091886732000001", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='6000', cla-decay='0.7', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='7', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='1861', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.5', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0.01', rnd-init='false', size-lbd-queue='24', size-trail-queue='20000', var-decay='0.5'"
"1129.7249090236"," 780.12342257506","1127.27","2","5.631115949", " R='4.1', block-rst='true', ccmin-mode='0', cir-bump='6000', cla-decay='0.7', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='7', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='1861', prob-step-width='2400', reduce-confl-limit='30000', reduce-frac='0.5', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0.01', rnd-init='false', size-lbd-queue='24', size-trail-queue='20000', var-decay='0.5'"
"1789.7793291698001"," 131.51347622884","1785.647","3","8.11808459", " R='1.4', block-rst='false', ccmin-mode='1', cir-bump='6000', cla-decay='0.5', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.3', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='true', prob-limit='628', prob-step-width='300', reduce-confl-limit='15000', reduce-frac='0.75', rfirst='1000', rinc='2', rlevel='0', rnd-freq='0.1', rnd-init='false', size-lbd-queue='90', size-trail-queue='20000', var-decay='0.5'"
"1838.6423365035002"," 117.67395071198334","1834.508","3","8.504825400000001", " R='1.4', block-rst='false', ccmin-mode='1', cir-bump='6000', cla-decay='0.5', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.3', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='true', prob-limit='628', prob-step-width='300', reduce-confl-limit='15000', reduce-frac='0.75', rfirst='1000', rinc='2', rlevel='0', rnd-freq='0.1', rnd-init='false', size-lbd-queue='90', size-trail-queue='20000', var-decay='0.5'"
"2264.5385349987005"," 70.7463892697","2259.883","5","9.922723071", " R='1.4', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='664', prob-step-width='4800', reduce-confl-limit='30000', reduce-frac='0.75', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0', rnd-init='false', size-lbd-queue='42', size-trail-queue='20000', var-decay='0.5'"
"2316.7510829607004"," 68.0681290966","2312.009","5","10.136652210000001", " R='1.4', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='664', prob-step-width='4800', reduce-confl-limit='30000', reduce-frac='0.75', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0', rnd-init='false', size-lbd-queue='42', size-trail-queue='20000', var-decay='0.5'"
"2798.5935290387006"," 509.55961295952494","2792.745","5","11.734718072000001", " R='1.4', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='664', prob-step-width='4800', reduce-confl-limit='30000', reduce-frac='0.75', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0', rnd-init='false', size-lbd-queue='42', size-trail-queue='20000', var-decay='0.5'"
"3219.3469361042007"," 852.9418781862444","3212.221","5","13.287433001", " R='1.4', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='664', prob-step-width='4800', reduce-confl-limit='30000', reduce-frac='0.75', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0', rnd-init='false', size-lbd-queue='42', size-trail-queue='20000', var-decay='0.5'"
"3668.8775760422004"," 791.02988686552","3660.523","5","14.974579569", " R='1.4', block-rst='true', ccmin-mode='1', cir-bump='6000', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='1', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='664', prob-step-width='4800', reduce-confl-limit='30000', reduce-frac='0.75', rfirst='1000', rinc='1.5', rlevel='2', rnd-freq='0', rnd-init='false', size-lbd-queue='42', size-trail-queue='20000', var-decay='0.5'"
"4781.894772399401"," 434.80770516402","4771.121","9","18.765373207", " R='1.4', block-rst='true', ccmin-mode='0', cir-bump='15000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='true', gc-frac='1', lbd-core-th='4', luby='false', phase-saving='2', pol-act-init='false', pq-order='true', prob-limit='1849', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.85', rfirst='1000', rinc='1.5', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='72', size-trail-queue='20000', var-decay='0.7'"
"4819.341855131801"," 398.6754685966","4808.599","9","18.859308997000003", " R='1.4', block-rst='true', ccmin-mode='0', cir-bump='15000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='true', gc-frac='1', lbd-core-th='4', luby='false', phase-saving='2', pol-act-init='false', pq-order='true', prob-limit='1849', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.85', rfirst='1000', rinc='1.5', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='72', size-trail-queue='20000', var-decay='0.7'"
"4921.072665586201"," 371.88537804290837","4910.218","9","19.354515404", " R='1.4', block-rst='true', ccmin-mode='0', cir-bump='15000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='true', gc-frac='1', lbd-core-th='4', luby='false', phase-saving='2', pol-act-init='false', pq-order='true', prob-limit='1849', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.85', rfirst='1000', rinc='1.5', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='72', size-trail-queue='20000', var-decay='0.7'"
"5834.315800840802"," 620.2018874242231","5821.542","9","21.782280115000002", " R='1.4', block-rst='true', ccmin-mode='0', cir-bump='15000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='true', gc-frac='1', lbd-core-th='4', luby='false', phase-saving='2', pol-act-init='false', pq-order='true', prob-limit='1849', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.85', rfirst='1000', rinc='1.5', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='72', size-trail-queue='20000', var-decay='0.7'"
"6347.815897477601"," 577.4892063311643","6334.179","9","23.34776011", " R='1.4', block-rst='true', ccmin-mode='0', cir-bump='15000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='true', gc-frac='1', lbd-core-th='4', luby='false', phase-saving='2', pol-act-init='false', pq-order='true', prob-limit='1849', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.85', rfirst='1000', rinc='1.5', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='72', size-trail-queue='20000', var-decay='0.7'"
"6455.379986656601"," 542.8034319083333","6441.648","9","23.690678838", " R='1.4', block-rst='true', ccmin-mode='0', cir-bump='15000', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='true', gc-frac='1', lbd-core-th='4', luby='false', phase-saving='2', pol-act-init='false', pq-order='true', prob-limit='1849', prob-step-width='300', reduce-confl-limit='10000', reduce-frac='0.85', rfirst='1000', rinc='1.5', rlevel='0', rnd-freq='0.05', rnd-init='false', size-lbd-queue='72', size-trail-queue='20000', var-decay='0.7'"
"7898.11316375224"," 311.8671587149093","7882.54","14","27.407240291999997", " R='1.1', block-rst='false', ccmin-mode='2', cir-bump='9973', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='7', luby='true', phase-saving='2', pol-act-init='true', pq-order='true', prob-limit='1874', prob-step-width='0', reduce-confl-limit='30000', reduce-frac='0.5', rfirst='1000', rinc='2', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10', var-decay='0.9'"
"8042.57578611524"," 301.36857242879","8026.781","14","27.980012597", " R='1.1', block-rst='false', ccmin-mode='2', cir-bump='9973', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='7', luby='true', phase-saving='2', pol-act-init='true', pq-order='true', prob-limit='1874', prob-step-width='0', reduce-confl-limit='30000', reduce-frac='0.5', rfirst='1000', rinc='2', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10', var-decay='0.9'"
"9524.179177449241"," 495.40571522709644","9504.35","14","32.849457359", " R='1.1', block-rst='false', ccmin-mode='2', cir-bump='9973', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='7', luby='true', phase-saving='2', pol-act-init='true', pq-order='true', prob-limit='1874', prob-step-width='0', reduce-confl-limit='30000', reduce-frac='0.5', rfirst='1000', rinc='2', rlevel='1', rnd-freq='0.01', rnd-init='true', size-lbd-queue='69', size-trail-queue='10', var-decay='0.9'"
