"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Full Configuration"
"0.0"," 1.7976931348623157E308","0.0","1","0.0", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"30.268373471500002"," 29.6867461205","33.085","1","0.5829391849999999", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"96.3135867274"," 47.5222195387","98.915","1","1.2704215070000002", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"499.0297715729"," 1231.6814796924668","500.349","1","2.808922131", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"1015.2266813087999"," 931.7566022873001","1015.084","1","5.2601644720000005", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"1194.0850648462701"," 750.09807701112","1193.692","1","6.122253311000001", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"1313.1397568185698"," 643.1324360371","1312.657","1","6.7750573329999995", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"2613.53212042882"," 1065.5420880318","2609.348","1","11.425954321", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"3339.32893339402"," 937.7496702969376","3333.348","1","14.221435469000001", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"3742.25758636892"," 1233.5552624861668","3735.185","1","15.546367408", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"3897.98875866932"," 1117.11891703608","3890.891","1","16.048518227000002", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"4385.70451278536"," 1043.5155581344363","4378.035","1","17.141509148000004", " R='1.4', block-rst='false', ccmin-mode='2', cir-bump='0', cla-decay='0.999', cla-prep-lim='-1', elim-clear-watch='false', gc-frac='0.2', lbd-core-th='5', luby='true', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='100', prob-step-width='0', reduce-confl-limit='15000', reduce-frac='0.5', rfirst='100', rinc='2', rlevel='0', rnd-freq='0', rnd-init='false', size-lbd-queue='50', size-trail-queue='5000', var-decay='0.95'"
"5985.543816028759"," 1028.2611087885819","5973.643","10","23.011429013", " R='3.2', block-rst='false', ccmin-mode='0', cir-bump='6000', cla-decay='0.7', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='1110', prob-step-width='100', reduce-confl-limit='10000', reduce-frac='0.3', rfirst='1', rinc='1.5', rlevel='2', rnd-freq='0', rnd-init='false', size-lbd-queue='76', size-trail-queue='10000', var-decay='0.7'"
"6049.639036735259"," 947.883056799575","6037.84","10","23.382120631", " R='3.2', block-rst='false', ccmin-mode='0', cir-bump='6000', cla-decay='0.7', cla-prep-lim='2000000', elim-clear-watch='false', gc-frac='0.1', lbd-core-th='10', luby='false', phase-saving='2', pol-act-init='false', pq-order='false', prob-limit='1110', prob-step-width='100', reduce-confl-limit='10000', reduce-frac='0.3', rfirst='1', rinc='1.5', rlevel='2', rnd-freq='0', rnd-init='false', size-lbd-queue='76', size-trail-queue='10000', var-decay='0.7'"
"7651.538373961129"," 942.8483341932391","7636.904","11","28.025159568000003", " R='4.1', block-rst='true', ccmin-mode='1', cir-bump='15000', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='true', gc-frac='0.2', lbd-core-th='10', luby='false', phase-saving='1', pol-act-init='false', pq-order='false', prob-limit='2678', prob-step-width='0', reduce-confl-limit='10000', reduce-frac='0.5', rfirst='10', rinc='4', rlevel='1', rnd-freq='0', rnd-init='false', size-lbd-queue='136', size-trail-queue='10000', var-decay='0.99'"
"7656.224280028198"," 870.6797106266108","7641.711","11","28.054844072", " R='4.1', block-rst='true', ccmin-mode='1', cir-bump='15000', cla-decay='0.999', cla-prep-lim='2000000', elim-clear-watch='true', gc-frac='0.2', lbd-core-th='10', luby='false', phase-saving='1', pol-act-init='false', pq-order='false', prob-limit='2678', prob-step-width='0', reduce-confl-limit='10000', reduce-frac='0.5', rfirst='10', rinc='4', rlevel='1', rnd-freq='0', rnd-init='false', size-lbd-queue='136', size-trail-queue='10000', var-decay='0.99'"
